date;heure;PM25;PM10;O3;NO2;CO
27/08/2013;9;25;37;30;30;200
27/08/2013;10;26;36;40;27;100
27/08/2013;11;26;34;52;23;100
27/08/2013;12;24;35;61;19;100
27/08/2013;13;26;35;66;21;100
27/08/2013;14;28;34;67;28;100
27/08/2013;15;28;41;74;23;100
27/08/2013;16;28;34;79;23;100
27/08/2013;17;31;35;72;30;200
27/08/2013;18;33;37;72;24;200
27/08/2013;19;30;38;55;33;200
27/08/2013;20;29;40;59;30;100
27/08/2013;21;26;38;59;26;100
27/08/2013;22;26;44;56;25;100
27/08/2013;23;27;38;57;20;100
27/08/2013;24;28;39;59;18;100
28/08/2013;1;26;37;52;16;100
28/08/2013;2;22;32;51;14;100
28/08/2013;3;19;29;52;15;100
28/08/2013;4;24;36;50;16;100
28/08/2013;5;26;36;35;30;200
28/08/2013;6;30;43;24;44;200
28/08/2013;7;34;48;22;45;200
28/08/2013;8;36;52;29;39;200
28/08/2013;9;37;52;40;34;200
28/08/2013;10;40;52;49;36;200
28/08/2013;11;n/d;n/d;n/d;n/d;n/d
28/08/2013;12;n/d;n/d;93;20;100
28/08/2013;13;n/d;n/d;98;19;100
28/08/2013;14;n/d;n/d;101;20;100
28/08/2013;15;n/d;n/d;104;17;0
28/08/2013;16;n/d;23;105;19;0
28/08/2013;17;n/d;n/d;111;19;100
28/08/2013;18;n/d;35;101;32;300
28/08/2013;19;n/d;33;97;31;200
28/08/2013;20;n/d;31;78;34;200
28/08/2013;21;n/d;39;69;36;200
28/08/2013;22;n/d;39;57;40;100
28/08/2013;23;n/d;33;59;28;100
28/08/2013;24;n/d;32;57;21;100
29/08/2013;1;n/d;34;56;19;100
29/08/2013;2;n/d;34;49;20;100
29/08/2013;3;n/d;35;48;19;100
29/08/2013;4;n/d;40;36;24;100
29/08/2013;5;n/d;35;27;33;200
29/08/2013;6;n/d;40;12;50;200
29/08/2013;7;n/d;47;10;58;200
29/08/2013;8;n/d;47;16;55;300
29/08/2013;9;n/d;58;17;66;300
29/08/2013;10;n/d;66;26;65;300
29/08/2013;11;n/d;67;61;40;200
29/08/2013;12;n/d;36;101;21;100
29/08/2013;13;n/d;30;104;21;100
29/08/2013;14;n/d;27;114;22;100
29/08/2013;15;n/d;36;116;23;100
29/08/2013;16;n/d;36;119;23;100
29/08/2013;17;n/d;33;117;24;100
29/08/2013;18;n/d;30;109;27;100
29/08/2013;19;n/d;30;86;39;200
29/08/2013;20;n/d;34;68;52;300
29/08/2013;21;n/d;37;48;67;300
29/08/2013;22;n/d;35;72;41;100
29/08/2013;23;n/d;33;74;33;100
29/08/2013;24;n/d;34;77;25;100
30/08/2013;1;n/d;32;77;24;100
30/08/2013;2;n/d;29;71;26;100
30/08/2013;3;n/d;23;55;30;200
30/08/2013;4;n/d;26;42;38;200
30/08/2013;5;n/d;32;43;39;100
30/08/2013;6;n/d;38;20;68;200
30/08/2013;7;n/d;35;11;89;200
30/08/2013;8;n/d;43;33;80;300
30/08/2013;9;n/d;41;57;63;200
30/08/2013;10;n/d;n/d;75;51;100
30/08/2013;11;n/d;n/d;85;45;100
30/08/2013;12;n/d;33;104;32;100
30/08/2013;13;n/d;24;110;26;100
30/08/2013;14;n/d;22;116;20;100
30/08/2013;15;n/d;24;115;19;100
30/08/2013;16;n/d;32;107;20;100
30/08/2013;17;n/d;27;99;23;100
30/08/2013;18;n/d;26;90;22;100
30/08/2013;19;n/d;27;80;24;100
30/08/2013;20;n/d;22;60;30;100
30/08/2013;21;n/d;14;51;34;100
30/08/2013;22;n/d;9;44;28;100
30/08/2013;23;n/d;16;40;25;100
30/08/2013;24;n/d;14;18;48;200
31/08/2013;1;n/d;11;18;41;100
31/08/2013;2;n/d;11;22;32;100
31/08/2013;3;n/d;6;30;20;100
31/08/2013;4;n/d;9;27;22;100
31/08/2013;5;n/d;14;30;19;100
31/08/2013;6;n/d;11;24;21;100
31/08/2013;7;n/d;12;22;19;100
31/08/2013;8;n/d;12;17;23;100
31/08/2013;9;n/d;19;23;18;100
31/08/2013;10;n/d;15;33;14;100
31/08/2013;11;n/d;10;41;11;100
31/08/2013;12;n/d;15;41;13;100
31/08/2013;13;n/d;18;44;12;100
31/08/2013;14;n/d;16;48;12;100
31/08/2013;15;n/d;14;48;15;100
31/08/2013;16;n/d;10;58;13;100
31/08/2013;17;n/d;13;60;16;100
31/08/2013;18;n/d;12;53;24;100
31/08/2013;19;n/d;22;46;27;100
31/08/2013;20;n/d;26;42;29;200
31/08/2013;21;n/d;25;47;26;100
31/08/2013;22;n/d;21;48;21;100
31/08/2013;23;n/d;21;52;19;100
31/08/2013;24;n/d;20;52;21;0
01/09/2013;1;n/d;26;57;18;0
01/09/2013;2;n/d;26;56;16;0
01/09/2013;3;n/d;19;56;15;0
01/09/2013;4;n/d;14;51;17;0
01/09/2013;5;n/d;19;50;17;0
01/09/2013;6;n/d;16;45;22;0
01/09/2013;7;n/d;13;44;23;0
01/09/2013;8;n/d;19;49;20;0
01/09/2013;9;n/d;22;55;17;0
01/09/2013;10;n/d;16;64;11;0
01/09/2013;11;n/d;20;71;10;0
01/09/2013;12;n/d;23;77;9;0
01/09/2013;13;n/d;27;82;8;0
01/09/2013;14;n/d;28;82;9;0
01/09/2013;15;n/d;19;82;10;0
01/09/2013;16;n/d;23;80;10;0
01/09/2013;17;n/d;22;77;11;0
01/09/2013;18;n/d;13;74;12;0
01/09/2013;19;n/d;14;64;20;100
01/09/2013;20;n/d;10;54;26;100
01/09/2013;21;n/d;14;53;23;100
01/09/2013;22;n/d;16;50;25;100
01/09/2013;23;n/d;13;52;20;0
01/09/2013;24;n/d;10;54;15;0
02/09/2013;1;n/d;n/d;54;13;0
02/09/2013;2;n/d;n/d;55;11;0
02/09/2013;3;n/d;n/d;51;13;0
02/09/2013;4;n/d;n/d;42;19;0
02/09/2013;5;n/d;n/d;27;34;0
02/09/2013;6;n/d;n/d;11;53;100
02/09/2013;7;n/d;n/d;8;60;100
02/09/2013;8;n/d;n/d;19;49;200
02/09/2013;9;n/d;n/d;34;33;100
02/09/2013;10;n/d;n/d;35;28;100
02/09/2013;11;n/d;n/d;36;29;100
02/09/2013;12;n/d;n/d;49;21;100
02/09/2013;13;n/d;n/d;56;19;100
02/09/2013;14;n/d;n/d;63;19;100
02/09/2013;15;23;n/d;70;19;100
02/09/2013;16;18;n/d;84;20;100
02/09/2013;17;15;n/d;86;20;100
02/09/2013;18;14;n/d;73;24;100
02/09/2013;19;14;n/d;57;32;200
02/09/2013;20;15;n/d;45;35;200
02/09/2013;21;12;n/d;42;30;200
02/09/2013;22;12;n/d;40;30;100
02/09/2013;23;11;n/d;41;24;100
02/09/2013;24;13;n/d;38;23;100
03/09/2013;1;10;n/d;42;19;0
03/09/2013;2;9;n/d;43;16;0
03/09/2013;3;8;n/d;48;12;0
03/09/2013;4;10;n/d;39;22;0
03/09/2013;5;10;n/d;29;33;0
03/09/2013;6;12;n/d;6;60;100
03/09/2013;7;14;n/d;9;65;200
03/09/2013;8;19;n/d;18;61;200
03/09/2013;9;20;n/d;30;53;200
03/09/2013;10;23;n/d;36;51;100
03/09/2013;11;23;n/d;50;39;0
03/09/2013;12;18;34;51;45;0
03/09/2013;13;17;32;70;35;0
03/09/2013;14;14;31;70;41;100
03/09/2013;15;15;30;77;38;100
03/09/2013;16;13;28;83;36;100
03/09/2013;17;14;29;94;35;100
03/09/2013;18;12;27;96;32;100
03/09/2013;19;14;29;59;53;200
03/09/2013;20;16;28;53;51;200
03/09/2013;21;19;30;18;78;200
03/09/2013;22;18;29;12;88;200
03/09/2013;23;16;26;35;51;100
03/09/2013;24;16;25;21;54;200
04/09/2013;1;16;27;14;60;100
04/09/2013;2;17;27;26;51;100
04/09/2013;3;14;23;36;34;100
04/09/2013;4;13;23;26;38;100
04/09/2013;5;16;26;6;58;100
04/09/2013;6;17;31;0;71;200
04/09/2013;7;19;37;2;72;300
04/09/2013;8;23;57;3;85;500
04/09/2013;9;29;67;15;83;400
04/09/2013;10;25;44;29;67;200
04/09/2013;11;20;34;50;51;100
04/09/2013;12;16;25;83;35;100
04/09/2013;13;16;25;104;30;100
04/09/2013;14;14;22;104;27;0
04/09/2013;15;13;20;96;29;100
04/09/2013;16;10;17;90;32;100
04/09/2013;17;10;17;95;31;100
04/09/2013;18;11;18;87;37;100
04/09/2013;19;12;22;48;73;300
04/09/2013;20;20;32;10;108;500
04/09/2013;21;34;49;3;127;800
04/09/2013;22;32;49;2;122;700
04/09/2013;23;25;39;6;102;400
04/09/2013;24;22;35;1;107;400
05/09/2013;1;20;34;0;95;300
05/09/2013;2;19;34;1;87;300
05/09/2013;3;17;31;6;71;100
05/09/2013;4;17;30;0;74;200
05/09/2013;5;17;32;0;77;300
05/09/2013;6;19;37;0;83;300
05/09/2013;7;20;40;5;84;300
05/09/2013;8;18;40;12;91;400
05/09/2013;9;21;47;19;91;300
05/09/2013;10;24;49;27;90;300
05/09/2013;11;23;48;54;84;200
05/09/2013;12;21;41;80;73;100
05/09/2013;13;20;37;114;58;100
05/09/2013;14;16;32;119;48;100
05/09/2013;15;16;28;120;44;100
05/09/2013;16;15;26;111;41;100
05/09/2013;17;14;27;88;54;200
05/09/2013;18;15;27;73;71;200
05/09/2013;19;19;30;28;119;500
05/09/2013;20;22;38;14;129;400
05/09/2013;21;24;41;89;47;200
05/09/2013;22;23;40;88;32;200
05/09/2013;23;19;36;81;31;100
05/09/2013;24;18;35;76;28;100
06/09/2013;1;21;35;75;25;100
06/09/2013;2;22;33;74;23;100
06/09/2013;3;19;35;69;26;100
06/09/2013;4;27;41;59;27;100
06/09/2013;5;31;45;64;36;100
06/09/2013;6;32;49;35;62;200
06/09/2013;7;38;58;23;80;200
06/09/2013;8;46;70;17;93;400
06/09/2013;9;42;63;28;87;300
06/09/2013;10;33;53;18;91;300
06/09/2013;11;26;41;38;65;200
06/09/2013;12;27;39;63;51;200
06/09/2013;13;29;38;77;48;100
06/09/2013;14;22;31;71;45;100
06/09/2013;15;19;28;73;38;100
06/09/2013;16;20;30;70;38;100
06/09/2013;17;19;30;55;41;100
06/09/2013;18;16;28;56;39;100
06/09/2013;19;20;30;46;45;200
06/09/2013;20;23;29;40;38;100
06/09/2013;21;17;22;29;36;100
06/09/2013;22;13;19;32;31;100
06/09/2013;23;14;21;26;35;100
06/09/2013;24;11;20;35;28;100
07/09/2013;1;8;13;53;17;0
07/09/2013;2;6;10;48;17;0
07/09/2013;3;6;11;49;14;0
07/09/2013;4;5;7;47;15;0
07/09/2013;5;5;9;44;19;0
07/09/2013;6;3;8;36;27;0
07/09/2013;7;5;11;34;30;0
07/09/2013;8;5;14;39;30;0
07/09/2013;9;4;14;46;24;0
07/09/2013;10;6;24;52;20;0
07/09/2013;11;6;17;55;19;0
07/09/2013;12;6;20;60;16;0
07/09/2013;13;8;15;65;18;0
07/09/2013;14;7;13;65;20;0
07/09/2013;15;6;15;55;31;0
07/09/2013;16;5;14;47;35;0
07/09/2013;17;8;17;40;41;100
07/09/2013;18;10;19;35;43;100
07/09/2013;19;10;22;35;41;0
07/09/2013;20;10;20;33;43;100
07/09/2013;21;12;21;42;31;0
07/09/2013;22;7;17;30;43;100
07/09/2013;23;11;20;27;47;100
07/09/2013;24;9;17;33;35;100
08/09/2013;1;7;14;17;50;100
08/09/2013;2;11;19;5;62;200
08/09/2013;3;18;26;6;56;100
08/09/2013;4;14;21;11;50;100
08/09/2013;5;10;19;29;35;0
08/09/2013;6;8;13;30;31;0
08/09/2013;7;8;15;24;37;0
08/09/2013;8;6;16;30;37;0
08/09/2013;9;5;16;50;28;0
08/09/2013;10;6;14;65;15;0
08/09/2013;11;7;14;65;14;0
08/09/2013;12;9;17;65;15;0
08/09/2013;13;8;16;67;16;0
08/09/2013;14;7;15;66;18;0
08/09/2013;15;8;16;66;20;0
08/09/2013;16;7;13;64;22;0
08/09/2013;17;8;15;61;22;0
08/09/2013;18;7;15;55;26;0
08/09/2013;19;9;16;46;36;0
08/09/2013;20;9;16;42;39;0
08/09/2013;21;7;12;54;22;0
08/09/2013;22;5;11;52;19;0
08/09/2013;23;5;9;54;13;0
08/09/2013;24;6;8;52;16;0
09/09/2013;1;4;7;52;13;0
09/09/2013;2;2;5;53;11;0
09/09/2013;3;3;5;55;9;0
09/09/2013;4;2;5;50;12;0
09/09/2013;5;3;5;31;30;0
09/09/2013;6;4;9;10;52;0
09/09/2013;7;6;14;6;61;100
09/09/2013;8;7;19;10;55;100
09/09/2013;9;8;23;20;43;100
09/09/2013;10;7;22;20;49;100
09/09/2013;11;7;18;18;54;100
09/09/2013;12;15;19;18;54;200
09/09/2013;13;12;15;14;57;200
09/09/2013;14;8;14;13;57;200
09/09/2013;15;7;10;21;43;200
09/09/2013;16;5;10;18;43;200
09/09/2013;17;7;12;11;50;300
09/09/2013;18;10;13;12;44;300
09/09/2013;19;11;14;12;41;200
09/09/2013;20;10;14;19;33;100
09/09/2013;21;7;10;47;17;300
09/09/2013;22;5;7;42;25;100
09/09/2013;23;5;8;45;20;100
09/09/2013;24;4;7;49;13;100
10/09/2013;1;5;8;51;9;0
10/09/2013;2;4;8;50;8;0
10/09/2013;3;4;6;55;9;0
10/09/2013;4;2;9;54;13;100
10/09/2013;5;4;7;28;29;100
10/09/2013;6;8;11;12;49;200
10/09/2013;7;12;18;6;53;300
10/09/2013;8;n/d;n/d;n/d;n/d;n/d
10/09/2013;9;n/d;n/d;n/d;n/d;n/d
10/09/2013;10;n/d;n/d;n/d;n/d;n/d
10/09/2013;11;n/d;n/d;n/d;n/d;n/d
10/09/2013;12;n/d;n/d;n/d;n/d;n/d
10/09/2013;13;n/d;n/d;n/d;n/d;n/d
10/09/2013;14;n/d;n/d;n/d;n/d;n/d
10/09/2013;15;n/d;n/d;n/d;n/d;n/d
10/09/2013;16;n/d;n/d;n/d;n/d;n/d
10/09/2013;17;n/d;n/d;n/d;n/d;n/d
10/09/2013;18;n/d;n/d;n/d;n/d;n/d
10/09/2013;19;n/d;n/d;n/d;n/d;n/d
10/09/2013;20;n/d;n/d;n/d;n/d;n/d
10/09/2013;21;n/d;n/d;n/d;n/d;n/d
10/09/2013;22;n/d;n/d;n/d;n/d;n/d
10/09/2013;23;n/d;n/d;n/d;n/d;n/d
10/09/2013;24;n/d;n/d;n/d;n/d;n/d
11/09/2013;1;n/d;n/d;n/d;n/d;n/d
11/09/2013;2;n/d;n/d;n/d;n/d;n/d
11/09/2013;3;n/d;n/d;n/d;n/d;n/d
11/09/2013;4;n/d;n/d;n/d;n/d;n/d
11/09/2013;5;n/d;n/d;n/d;n/d;n/d
11/09/2013;6;n/d;n/d;n/d;n/d;n/d
11/09/2013;7;n/d;n/d;n/d;n/d;n/d
11/09/2013;8;n/d;n/d;n/d;n/d;n/d
11/09/2013;9;n/d;n/d;n/d;n/d;n/d
11/09/2013;10;n/d;n/d;n/d;n/d;n/d
11/09/2013;11;n/d;n/d;n/d;28;100
11/09/2013;12;n/d;n/d;30;27;100
11/09/2013;13;10;19;29;29;0
11/09/2013;14;9;18;32;27;0
11/09/2013;15;9;20;33;26;0
11/09/2013;16;12;20;32;31;0
11/09/2013;17;10;19;39;25;0
11/09/2013;18;11;19;37;30;0
11/09/2013;19;12;21;33;31;0
11/09/2013;20;11;21;32;28;0
11/09/2013;21;14;18;21;39;0
11/09/2013;22;14;20;7;53;0
11/09/2013;23;14;21;16;38;0
11/09/2013;24;11;18;24;24;0
12/09/2013;1;13;18;28;18;0
12/09/2013;2;9;16;36;12;0
12/09/2013;3;9;13;37;11;0
12/09/2013;4;8;11;36;12;0
12/09/2013;5;9;12;21;27;100
12/09/2013;6;8;12;6;51;200
12/09/2013;7;7;13;3;54;200
12/09/2013;8;9;14;6;52;200
12/09/2013;9;11;16;12;45;200
12/09/2013;10;11;15;15;39;100
12/09/2013;11;10;16;19;34;200
12/09/2013;12;12;16;24;31;100
12/09/2013;13;10;17;24;37;100
12/09/2013;14;9;14;30;37;100
12/09/2013;15;8;14;28;42;100
12/09/2013;16;9;16;17;51;200
12/09/2013;17;7;14;11;54;200
12/09/2013;18;9;14;11;50;200
12/09/2013;19;10;17;1;61;300
12/09/2013;20;13;21;5;54;300
12/09/2013;21;14;20;5;52;200
12/09/2013;22;12;18;7;44;200
12/09/2013;23;12;16;16;35;200
12/09/2013;24;9;11;32;21;100
13/09/2013;1;8;13;11;35;100
13/09/2013;2;11;14;13;30;100
13/09/2013;3;12;14;11;30;100
13/09/2013;4;12;13;6;34;100
13/09/2013;5;13;16;0;39;200
13/09/2013;6;16;20;0;48;200
13/09/2013;7;18;24;0;55;300
13/09/2013;8;22;32;0;60;400
13/09/2013;9;20;30;2;54;300
13/09/2013;10;n/d;n/d;n/d;n/d;n/d
13/09/2013;11;14;15;n/d;53;200
13/09/2013;12;13;16;9;45;200
13/09/2013;13;11;16;10;39;200
13/09/2013;14;10;15;4;42;200
13/09/2013;15;10;15;3;50;300
13/09/2013;16;12;17;3;49;400
13/09/2013;17;14;19;0;50;400
13/09/2013;18;13;17;1;43;300
13/09/2013;19;12;15;0;40;300
13/09/2013;20;11;17;3;45;200
13/09/2013;21;11;14;3;42;200
13/09/2013;22;12;15;0;42;300
13/09/2013;23;10;14;0;35;300
13/09/2013;24;9;15;0;27;200
14/09/2013;1;9;11;4;21;100
14/09/2013;2;7;9;9;18;100
14/09/2013;3;7;9;17;16;100
14/09/2013;4;3;9;30;11;100
14/09/2013;5;4;6;29;12;0
14/09/2013;6;4;5;33;18;100
14/09/2013;7;4;3;25;26;100
14/09/2013;8;2;5;21;26;100
14/09/2013;9;2;7;14;33;100
14/09/2013;10;6;7;13;33;200
14/09/2013;11;5;9;16;32;200
14/09/2013;12;9;12;25;27;100
14/09/2013;13;11;14;39;23;100
14/09/2013;14;10;14;37;25;100
14/09/2013;15;9;14;42;27;100
14/09/2013;16;8;12;39;31;100
14/09/2013;17;5;8;21;48;200
14/09/2013;18;8;8;17;53;200
14/09/2013;19;9;12;15;51;200
14/09/2013;20;13;13;18;47;200
14/09/2013;21;15;18;22;35;100
14/09/2013;22;15;15;22;28;100
14/09/2013;23;13;20;29;23;100
14/09/2013;24;8;17;36;21;100
15/09/2013;1;7;13;34;21;100
15/09/2013;2;6;17;36;15;0
15/09/2013;3;7;19;36;13;0
15/09/2013;4;6;17;35;15;0
15/09/2013;5;4;14;35;15;0
15/09/2013;6;4;13;34;17;0
15/09/2013;7;5;14;29;21;0
15/09/2013;8;5;16;30;20;0
15/09/2013;9;6;17;39;20;0
15/09/2013;10;6;17;51;14;0
15/09/2013;11;8;18;57;12;0
15/09/2013;12;8;17;63;13;0
15/09/2013;13;8;20;56;19;0
15/09/2013;14;9;17;57;19;0
15/09/2013;15;9;19;59;18;100
15/09/2013;16;10;17;54;23;100
15/09/2013;17;10;19;45;33;100
15/09/2013;18;11;19;47;32;100
15/09/2013;19;12;21;42;37;100
15/09/2013;20;13;21;38;40;100
15/09/2013;21;12;18;53;22;100
15/09/2013;22;10;14;57;17;100
15/09/2013;23;11;14;56;13;0
15/09/2013;24;5;10;56;9;0
16/09/2013;1;6;8;53;8;100
16/09/2013;2;4;7;53;6;100
16/09/2013;3;4;8;48;7;100
16/09/2013;4;3;7;52;10;100
16/09/2013;5;2;7;37;23;100
16/09/2013;6;6;11;23;40;100
16/09/2013;7;10;21;15;55;200
16/09/2013;8;10;28;19;54;200
16/09/2013;9;12;29;35;39;100
16/09/2013;10;11;31;40;34;100
16/09/2013;11;12;30;51;24;100
16/09/2013;12;10;21;51;24;100
16/09/2013;13;9;23;49;27;100
16/09/2013;14;9;16;46;28;100
16/09/2013;15;9;16;42;32;100
16/09/2013;16;4;13;40;29;100
16/09/2013;17;6;11;29;41;100
16/09/2013;18;6;11;28;43;200
16/09/2013;19;6;10;21;48;200
16/09/2013;20;7;12;19;47;200
16/09/2013;21;8;13;28;31;100
16/09/2013;22;7;11;33;23;100
16/09/2013;23;4;10;34;19;0
16/09/2013;24;6;8;37;15;0
17/09/2013;1;5;9;40;10;0
17/09/2013;2;4;9;40;9;0
17/09/2013;3;5;9;41;9;0
17/09/2013;4;3;8;40;10;0
17/09/2013;5;5;8;21;28;0
17/09/2013;6;6;9;11;39;100
17/09/2013;7;8;14;4;50;200
17/09/2013;8;8;23;8;48;200
17/09/2013;9;9;23;16;36;100
17/09/2013;10;8;25;19;35;100
17/09/2013;11;8;22;20;35;100
17/09/2013;12;12;21;27;30;100
17/09/2013;13;9;26;36;28;100
17/09/2013;14;10;24;38;35;100
17/09/2013;15;7;17;40;29;100
17/09/2013;16;3;9;29;39;200
17/09/2013;17;7;13;25;41;200
17/09/2013;18;7;10;22;39;200
17/09/2013;19;7;8;18;34;200
17/09/2013;20;6;11;18;25;200
17/09/2013;21;6;12;17;21;200
17/09/2013;22;5;7;23;15;100
17/09/2013;23;4;5;36;11;100
17/09/2013;24;4;3;42;10;100
18/09/2013;1;2;4;46;7;0
18/09/2013;2;2;5;50;7;0
18/09/2013;3;6;6;54;7;0
18/09/2013;4;3;6;59;8;0
18/09/2013;5;3;6;51;18;0
18/09/2013;6;4;9;24;48;100
18/09/2013;7;6;12;20;55;200
18/09/2013;8;6;11;30;44;200
18/09/2013;9;5;12;47;31;100
18/09/2013;10;9;14;52;27;100
18/09/2013;11;7;11;53;23;100
18/09/2013;12;8;12;47;24;100
18/09/2013;13;10;16;38;28;100
18/09/2013;14;9;13;27;33;100
18/09/2013;15;8;10;27;30;100
18/09/2013;16;7;11;29;31;100
18/09/2013;17;6;10;18;43;200
18/09/2013;18;11;15;9;49;200
18/09/2013;19;9;13;22;36;200
18/09/2013;20;8;12;22;36;200
18/09/2013;21;9;12;23;31;100
18/09/2013;22;9;13;11;46;100
18/09/2013;23;9;12;28;31;100
18/09/2013;24;6;13;27;30;100
19/09/2013;1;5;12;32;23;100
19/09/2013;2;6;10;32;21;100
19/09/2013;3;5;9;34;18;0
19/09/2013;4;8;12;30;21;100
19/09/2013;5;5;10;15;39;100
19/09/2013;6;7;12;1;60;200
19/09/2013;7;9;16;1;67;200
19/09/2013;8;10;20;3;70;300
19/09/2013;9;12;22;6;66;300
19/09/2013;10;11;25;15;57;200
19/09/2013;11;12;24;37;39;100
19/09/2013;12;13;20;41;33;100
19/09/2013;13;11;19;45;33;100
19/09/2013;14;8;17;49;29;100
19/09/2013;15;6;13;49;29;100
19/09/2013;16;9;11;49;29;100
19/09/2013;17;10;17;37;40;200
19/09/2013;18;11;24;25;53;200
19/09/2013;19;12;30;25;51;200
19/09/2013;20;12;21;39;34;100
19/09/2013;21;10;15;37;30;100
19/09/2013;22;9;14;29;31;100
19/09/2013;23;8;15;33;21;100
19/09/2013;24;6;12;28;20;100
20/09/2013;1;6;10;29;18;100
20/09/2013;2;3;8;29;16;100
20/09/2013;3;3;6;33;16;0
20/09/2013;4;2;7;38;13;100
20/09/2013;5;4;11;31;28;100
20/09/2013;6;7;17;15;51;100
20/09/2013;7;11;22;4;67;200
20/09/2013;8;12;29;8;61;300
20/09/2013;9;13;34;22;46;200
20/09/2013;10;14;32;42;29;100
20/09/2013;11;15;35;49;24;100
20/09/2013;12;16;28;50;27;100
20/09/2013;13;17;28;56;22;100
20/09/2013;14;15;27;58;21;100
20/09/2013;15;14;29;61;20;100
20/09/2013;16;14;27;62;19;100
20/09/2013;17;13;28;59;24;100
20/09/2013;18;16;29;48;32;200
20/09/2013;19;19;31;17;65;300
20/09/2013;20;21;36;16;64;300
20/09/2013;21;18;27;29;41;100
20/09/2013;22;14;22;15;53;200
20/09/2013;23;11;23;10;57;100
20/09/2013;24;11;22;7;61;200
21/09/2013;1;12;22;4;62;100
21/09/2013;2;11;21;10;53;100
21/09/2013;3;10;20;21;39;100
21/09/2013;4;10;20;19;41;100
21/09/2013;5;9;20;12;48;100
21/09/2013;6;12;23;8;54;100
21/09/2013;7;10;23;4;60;200
21/09/2013;8;10;24;14;55;200
21/09/2013;9;15;27;14;59;300
21/09/2013;10;17;32;18;63;300
21/09/2013;11;25;37;19;71;300
21/09/2013;12;30;46;22;71;300
21/09/2013;13;25;40;40;46;200
21/09/2013;14;19;30;58;33;100
21/09/2013;15;17;29;66;28;100
21/09/2013;16;15;27;61;32;100
21/09/2013;17;17;30;63;32;200
21/09/2013;18;18;30;58;32;200
21/09/2013;19;20;33;46;44;200
21/09/2013;20;23;36;27;60;300
21/09/2013;21;26;42;0;94;400
21/09/2013;22;29;47;0;91;400
21/09/2013;23;30;50;0;90;500
21/09/2013;24;28;46;7;77;400
22/09/2013;1;26;46;0;90;500
22/09/2013;2;29;47;0;72;400
22/09/2013;3;23;38;0;68;300
22/09/2013;4;23;36;0;72;400
22/09/2013;5;26;37;1;65;300
22/09/2013;6;21;32;2;61;300
22/09/2013;7;18;31;4;58;200
22/09/2013;8;19;32;19;42;200
22/09/2013;9;14;25;35;20;0
22/09/2013;10;9;15;29;23;0
22/09/2013;11;9;13;32;18;0
22/09/2013;12;8;10;28;22;0
22/09/2013;13;11;12;30;23;100
22/09/2013;14;10;12;38;16;0
22/09/2013;15;9;12;25;30;100
22/09/2013;16;9;13;27;29;100
22/09/2013;17;9;14;27;28;100
22/09/2013;18;9;13;30;25;100
22/09/2013;19;10;15;34;21;100
22/09/2013;20;9;14;30;26;100
22/09/2013;21;10;15;28;30;100
22/09/2013;22;10;12;34;23;0
22/09/2013;23;9;11;33;21;0
22/09/2013;24;8;11;35;21;0
23/09/2013;1;7;10;37;15;100
23/09/2013;2;7;9;41;12;0
23/09/2013;3;5;7;51;6;0
23/09/2013;4;3;4;51;6;0
23/09/2013;5;4;5;39;18;100
23/09/2013;6;6;7;11;45;100
23/09/2013;7;9;12;8;52;200
23/09/2013;8;9;14;16;44;200
23/09/2013;9;9;17;24;35;100
23/09/2013;10;9;17;31;27;100
23/09/2013;11;8;17;42;22;100
23/09/2013;12;11;14;51;20;100
23/09/2013;13;11;12;56;21;100
23/09/2013;14;9;15;65;22;100
23/09/2013;15;9;15;69;23;100
23/09/2013;16;11;15;70;23;100
23/09/2013;17;12;16;67;25;100
23/09/2013;18;11;18;50;37;200
23/09/2013;19;13;17;39;46;200
23/09/2013;20;16;19;36;44;200
23/09/2013;21;13;19;44;34;100
23/09/2013;22;11;16;45;26;100
23/09/2013;23;12;16;46;27;100
23/09/2013;24;12;18;44;25;100
24/09/2013;1;13;19;34;31;100
24/09/2013;2;14;19;37;24;100
24/09/2013;3;15;21;35;25;100
24/09/2013;4;16;21;31;26;100
24/09/2013;5;20;26;16;41;100
24/09/2013;6;21;27;4;56;200
24/09/2013;7;21;31;2;65;300
24/09/2013;8;27;45;2;63;500
24/09/2013;9;29;47;8;63;400
24/09/2013;10;29;46;10;64;300
24/09/2013;11;28;47;21;61;300
24/09/2013;12;n/d;n/d;n/d;n/d;n/d
24/09/2013;13;n/d;n/d;n/d;n/d;100
24/09/2013;14;17;25;63;n/d;200
24/09/2013;15;14;22;71;n/d;200
24/09/2013;16;15;21;69;n/d;200
24/09/2013;17;15;21;55;n/d;200
24/09/2013;18;15;26;30;n/d;300
24/09/2013;19;22;31;2;n/d;600
24/09/2013;20;29;42;1;n/d;700
24/09/2013;21;37;50;1;n/d;1000
24/09/2013;22;36;52;0;n/d;600
24/09/2013;23;30;46;0;n/d;600
24/09/2013;24;26;38;0;n/d;300
25/09/2013;1;23;34;0;n/d;200
25/09/2013;2;22;36;0;n/d;500
25/09/2013;3;27;43;0;n/d;500
25/09/2013;4;28;44;0;n/d;600
25/09/2013;5;31;46;0;n/d;500
25/09/2013;6;26;43;0;n/d;700
25/09/2013;7;38;66;0;n/d;1200
25/09/2013;8;48;91;0;n/d;1000
25/09/2013;9;46;85;1;n/d;1000
25/09/2013;10;45;81;8;n/d;600
