date;heure;PM25;PM10;NO2;O3;CO
25/09/2014;11;14;26;41;34;100
25/09/2014;12;13;20;29;50;100
25/09/2014;13;12;15;28;54;100
25/09/2014;14;9;20;25;57;0
25/09/2014;15;10;18;34;55;100
25/09/2014;16;10;16;42;49;100
25/09/2014;17;11;16;52;37;200
25/09/2014;18;14;21;57;32;200
25/09/2014;19;16;26;83;11;300
25/09/2014;20;21;29;85;9;300
25/09/2014;21;25;32;93;4;400
25/09/2014;22;24;32;93;2;500
25/09/2014;23;19;27;88;2;500
25/09/2014;24;21;32;109;2;900
26/09/2014;1;28;46;99;2;800
26/09/2014;2;24;38;78;1;500
26/09/2014;3;20;31;71;1;500
26/09/2014;4;20;31;65;0;500
26/09/2014;5;19;29;66;0;500
26/09/2014;6;20;33;75;0;500
26/09/2014;7;22;43;92;0;700
26/09/2014;8;27;49;104;2;800
26/09/2014;9;26;51;98;6;800
26/09/2014;10;19;39;58;27;500
26/09/2014;11;16;25;44;42;300
26/09/2014;12;15;23;36;50;200
26/09/2014;13;13;16;26;61;200
26/09/2014;14;11;16;34;57;200
26/09/2014;15;19;28;38;58;200
26/09/2014;16;19;27;39;60;200
26/09/2014;17;12;21;34;63;200
26/09/2014;18;14;25;54;49;200
26/09/2014;19;17;23;73;26;200
26/09/2014;20;18;28;96;7;300
26/09/2014;21;21;30;96;3;300
26/09/2014;22;22;32;90;4;300
26/09/2014;23;20;28;59;12;100
26/09/2014;24;14;20;67;7;200
27/09/2014;1;14;20;63;8;100
27/09/2014;2;12;19;48;16;100
27/09/2014;3;11;17;49;10;100
27/09/2014;4;14;19;44;11;100
27/09/2014;5;12;18;47;6;100
27/09/2014;6;15;19;53;1;100
27/09/2014;7;16;23;54;3;200
27/09/2014;8;16;28;54;13;200
27/09/2014;9;18;31;47;33;200
27/09/2014;10;18;29;37;54;100
27/09/2014;11;17;24;24;76;100
27/09/2014;12;18;27;27;74;100
27/09/2014;13;17;24;21;83;100
27/09/2014;14;12;22;20;83;100
27/09/2014;15;10;n/d;18;82;100
27/09/2014;16;10;n/d;26;66;100
27/09/2014;17;10;n/d;37;50;200
27/09/2014;18;9;14;43;40;200
27/09/2014;19;12;18;60;25;300
27/09/2014;20;13;21;66;20;300
27/09/2014;21;14;23;37;41;100
27/09/2014;22;14;21;40;36;200
27/09/2014;23;14;19;44;29;200
27/09/2014;24;13;14;40;31;100
28/09/2014;1;12;15;39;28;100
28/09/2014;2;11;13;36;27;100
28/09/2014;3;10;16;38;23;100
28/09/2014;4;11;16;27;30;100
28/09/2014;5;10;16;27;22;100
28/09/2014;6;11;17;40;10;100
28/09/2014;7;10;16;31;16;100
28/09/2014;8;9;17;29;19;100
28/09/2014;9;14;18;35;18;200
28/09/2014;10;15;27;37;31;200
28/09/2014;11;15;24;26;58;200
28/09/2014;12;15;21;26;70;200
28/09/2014;13;17;18;21;82;200
28/09/2014;14;15;18;23;84;300
28/09/2014;15;14;15;32;75;400
28/09/2014;16;13;22;41;66;500
28/09/2014;17;15;23;54;57;500
28/09/2014;18;17;24;64;43;300
28/09/2014;19;17;22;55;44;200
28/09/2014;20;17;23;63;31;200
28/09/2014;21;18;25;74;21;300
28/09/2014;22;19;24;88;10;500
28/09/2014;23;19;27;77;27;400
28/09/2014;24;15;25;42;41;100
29/09/2014;1;15;21;50;29;300
29/09/2014;2;16;21;33;41;100
29/09/2014;3;15;17;22;46;100
29/09/2014;4;16;18;47;13;200
29/09/2014;5;17;21;62;2;300
29/09/2014;6;17;25;70;0;300
29/09/2014;7;19;24;62;2;200
29/09/2014;8;18;23;78;3;400
29/09/2014;9;23;31;82;8;400
29/09/2014;10;23;36;75;15;300
29/09/2014;11;25;30;66;26;300
29/09/2014;12;26;34;57;21;300
29/09/2014;13;24;33;49;29;300
29/09/2014;14;21;29;48;41;200
29/09/2014;15;18;25;36;60;200
29/09/2014;16;17;22;41;55;200
29/09/2014;17;18;20;51;49;300
29/09/2014;18;16;19;50;45;200
29/09/2014;19;17;19;55;30;300
29/09/2014;20;22;25;66;15;300
29/09/2014;21;22;24;64;14;300
29/09/2014;22;30;33;48;21;400
29/09/2014;23;48;56;42;17;400
29/09/2014;24;38;44;38;18;300
30/09/2014;1;27;31;26;24;200
30/09/2014;2;20;23;18;31;100
30/09/2014;3;20;22;21;28;100
30/09/2014;4;20;20;27;20;200
30/09/2014;5;20;24;43;3;300
30/09/2014;6;20;23;56;1;300
30/09/2014;7;23;n/d;70;2;500
30/09/2014;8;29;40;87;3;800
30/09/2014;9;34;41;90;4;700
30/09/2014;10;37;50;86;9;500
30/09/2014;11;38;47;80;17;300
30/09/2014;12;31;43;76;21;400
30/09/2014;13;27;39;66;30;300
30/09/2014;14;25;35;62;39;300
30/09/2014;15;23;29;62;43;200
30/09/2014;16;22;28;48;59;200
30/09/2014;17;n/d;25;47;58;200
30/09/2014;18;n/d;22;82;28;400
30/09/2014;19;24;30;96;18;500
30/09/2014;20;29;33;116;3;500
30/09/2014;21;26;32;104;7;500
30/09/2014;22;27;36;112;2;800
30/09/2014;23;25;35;90;1;600
30/09/2014;24;22;29;74;2;400
01/10/2014;1;22;27;67;1;200
01/10/2014;2;23;28;59;5;200
01/10/2014;3;22;29;57;3;200
01/10/2014;4;18;27;48;4;200
01/10/2014;5;18;26;48;3;100
01/10/2014;6;20;26;57;1;200
01/10/2014;7;22;31;72;2;400
01/10/2014;8;26;45;88;2;800
01/10/2014;9;33;57;99;4;800
01/10/2014;10;34;56;85;11;400
01/10/2014;11;28;40;50;34;100
01/10/2014;12;21;31;47;39;100
01/10/2014;13;22;26;33;57;100
01/10/2014;14;17;18;33;63;100
01/10/2014;15;15;23;40;61;100
01/10/2014;16;14;23;40;61;100
01/10/2014;17;14;29;41;60;100
01/10/2014;18;15;32;47;50;200
01/10/2014;19;20;23;75;24;300
01/10/2014;20;21;28;74;20;300
01/10/2014;21;15;22;61;18;200
01/10/2014;22;17;22;66;13;200
01/10/2014;23;15;18;51;21;200
01/10/2014;24;14;20;40;19;100
02/10/2014;1;14;20;42;16;100
02/10/2014;2;12;14;34;18;100
02/10/2014;3;12;15;34;17;100
02/10/2014;4;11;16;28;18;100
02/10/2014;5;10;17;40;11;100
02/10/2014;6;11;18;55;2;100
02/10/2014;7;11;19;51;6;200
02/10/2014;8;11;23;54;9;300
02/10/2014;9;13;28;55;12;200
02/10/2014;10;14;28;56;9;200
02/10/2014;11;17;33;53;17;200
02/10/2014;12;19;31;43;35;100
02/10/2014;13;18;30;49;38;200
02/10/2014;14;19;28;54;35;200
02/10/2014;15;17;26;44;46;100
02/10/2014;16;17;25;49;44;200
02/10/2014;17;17;28;52;41;200
02/10/2014;18;19;26;59;28;300
02/10/2014;19;19;29;69;10;300
02/10/2014;20;21;31;71;4;300
02/10/2014;21;20;31;58;13;300
02/10/2014;22;18;27;63;7;300
02/10/2014;23;18;27;51;15;200
02/10/2014;24;16;26;58;4;200
03/10/2014;1;17;27;57;2;200
03/10/2014;2;16;26;57;1;300
03/10/2014;3;15;26;53;1;200
03/10/2014;4;16;25;51;1;200
03/10/2014;5;16;26;53;1;300
03/10/2014;6;18;31;58;1;300
03/10/2014;7;23;41;66;1;400
03/10/2014;8;28;45;70;2;500
03/10/2014;9;31;58;79;6;500
03/10/2014;10;29;51;81;16;400
03/10/2014;11;29;43;82;21;300
03/10/2014;12;26;34;44;54;100
03/10/2014;13;18;27;39;59;100
03/10/2014;14;16;24;34;71;100
03/10/2014;15;14;27;35;80;200
03/10/2014;16;17;50;35;82;100
03/10/2014;17;17;34;45;72;200
03/10/2014;18;19;30;66;53;300
03/10/2014;19;23;31;97;21;400
03/10/2014;20;30;38;88;25;400
03/10/2014;21;32;41;90;21;400
03/10/2014;22;33;41;107;7;500
03/10/2014;23;30;39;103;3;500
03/10/2014;24;29;38;111;1;600
04/10/2014;1;32;39;106;0;600
04/10/2014;2;33;42;92;0;500
04/10/2014;3;30;39;80;0;300
04/10/2014;4;27;35;80;0;300
04/10/2014;5;28;36;78;0;600
04/10/2014;6;28;38;72;0;500
04/10/2014;7;27;38;66;0;400
04/10/2014;8;29;43;66;3;400
04/10/2014;9;30;45;63;10;400
04/10/2014;10;30;48;72;17;400
04/10/2014;11;28;37;64;35;200
04/10/2014;12;22;25;50;54;200
04/10/2014;13;21;25;31;74;100
04/10/2014;14;17;21;35;75;100
04/10/2014;15;13;23;41;68;200
04/10/2014;16;15;24;44;58;200
04/10/2014;17;15;24;52;51;200
04/10/2014;18;21;22;43;53;200
04/10/2014;19;13;23;23;48;100
04/10/2014;20;8;17;22;52;100
04/10/2014;21;8;12;17;63;100
04/10/2014;22;8;9;14;72;100
04/10/2014;23;5;8;16;66;100
04/10/2014;24;3;6;15;63;100
05/10/2014;1;4;6;11;62;100
05/10/2014;2;4;7;10;55;100
05/10/2014;3;4;10;10;49;100
05/10/2014;4;4;8;10;47;100
05/10/2014;5;3;7;11;46;100
05/10/2014;6;4;10;12;43;100
05/10/2014;7;3;9;15;40;100
05/10/2014;8;5;10;19;38;100
05/10/2014;9;4;12;17;39;100
05/10/2014;10;5;13;21;37;100
05/10/2014;11;7;13;21;42;100
05/10/2014;12;7;13;17;47;100
05/10/2014;13;6;14;17;49;100
05/10/2014;14;8;13;15;53;100
05/10/2014;15;10;16;18;51;100
05/10/2014;16;9;17;21;48;100
05/10/2014;17;8;14;20;51;100
05/10/2014;18;9;15;28;44;100
05/10/2014;19;8;17;35;39;100
05/10/2014;20;9;16;39;31;100
05/10/2014;21;10;15;37;34;200
05/10/2014;22;9;14;44;25;200
05/10/2014;23;10;15;41;30;200
05/10/2014;24;9;15;55;16;200
06/10/2014;1;10;14;53;13;200
06/10/2014;2;10;16;59;7;300
06/10/2014;3;13;20;61;0;300
06/10/2014;4;17;22;53;0;300
06/10/2014;5;16;22;51;1;400
06/10/2014;6;16;24;52;1;300
06/10/2014;7;15;22;50;2;300
06/10/2014;8;15;25;51;2;400
06/10/2014;9;16;28;46;4;300
06/10/2014;10;17;26;42;9;300
06/10/2014;11;16;25;39;23;200
06/10/2014;12;10;15;30;42;100
06/10/2014;13;6;15;33;38;100
06/10/2014;14;4;13;35;35;100
06/10/2014;15;6;13;35;39;100
06/10/2014;16;7;14;40;37;200
06/10/2014;17;8;11;48;27;200
06/10/2014;18;6;12;48;22;200
06/10/2014;19;6;14;48;19;200
06/10/2014;20;7;11;42;20;200
06/10/2014;21;9;9;36;20;200
06/10/2014;22;10;9;29;23;200
06/10/2014;23;8;8;24;27;100
06/10/2014;24;6;7;20;27;100
07/10/2014;1;5;10;13;35;100
07/10/2014;2;7;7;13;36;100
07/10/2014;3;6;6;18;37;100
07/10/2014;4;4;9;18;40;100
07/10/2014;5;5;8;24;35;100
07/10/2014;6;3;7;46;17;200
07/10/2014;7;8;9;57;17;200
07/10/2014;8;8;14;45;27;200
07/10/2014;9;11;15;42;32;200
07/10/2014;10;10;14;39;35;200
07/10/2014;11;9;18;43;35;200
07/10/2014;12;10;14;28;50;100
07/10/2014;13;9;12;28;48;100
07/10/2014;14;11;13;38;39;200
07/10/2014;15;8;16;41;37;200
07/10/2014;16;12;n/d;35;43;100
07/10/2014;17;10;15;40;33;200
07/10/2014;18;9;16;55;22;300
07/10/2014;19;13;18;75;9;300
07/10/2014;20;13;17;66;12;300
07/10/2014;21;13;19;63;8;300
07/10/2014;22;13;20;42;21;200
07/10/2014;23;11;16;26;29;200
07/10/2014;24;9;14;24;29;200
08/10/2014;1;8;13;21;31;100
08/10/2014;2;9;11;19;33;100
08/10/2014;3;10;11;18;31;100
08/10/2014;4;8;14;29;18;200
08/10/2014;5;9;11;47;6;200
08/10/2014;6;9;16;63;2;300
08/10/2014;7;9;17;71;3;300
08/10/2014;8;11;13;81;6;300
08/10/2014;9;9;15;71;10;300
08/10/2014;10;7;13;70;16;300
08/10/2014;11;10;15;58;19;300
08/10/2014;12;13;16;44;21;200
08/10/2014;13;12;12;34;31;200
08/10/2014;14;12;12;33;33;200
08/10/2014;15;10;16;36;36;200
08/10/2014;16;12;17;44;34;200
08/10/2014;17;13;16;64;17;300
08/10/2014;18;10;18;67;10;300
08/10/2014;19;12;14;39;29;200
08/10/2014;20;12;10;43;28;200
08/10/2014;21;6;10;40;27;200
08/10/2014;22;6;9;28;39;200
08/10/2014;23;6;9;21;50;100
08/10/2014;24;4;6;15;52;100
09/10/2014;1;6;6;13;52;100
09/10/2014;2;8;7;12;50;100
09/10/2014;3;7;9;11;51;100
09/10/2014;4;4;12;16;43;100
09/10/2014;5;6;11;37;22;200
09/10/2014;6;8;10;61;4;200
09/10/2014;7;7;17;65;2;300
09/10/2014;8;10;19;62;4;400
09/10/2014;9;11;20;58;8;300
09/10/2014;10;n/d;n/d;n/d;n/d;n/d
09/10/2014;11;n/d;n/d;39;28;300
09/10/2014;12;n/d;n/d;27;45;200
09/10/2014;13;14;n/d;35;42;200
09/10/2014;14;15;n/d;29;51;200
09/10/2014;15;18;n/d;35;46;200
09/10/2014;16;16;n/d;40;42;200
09/10/2014;17;15;28;52;29;300
09/10/2014;18;16;28;59;19;300
09/10/2014;19;14;25;52;19;200
09/10/2014;20;14;22;44;18;200
09/10/2014;21;13;20;33;24;200
09/10/2014;22;12;19;29;23;200
09/10/2014;23;12;17;29;22;200
09/10/2014;24;12;17;24;25;200
10/10/2014;1;8;18;18;32;100
10/10/2014;2;8;15;12;37;100
10/10/2014;3;10;14;11;36;100
10/10/2014;4;10;14;18;29;200
10/10/2014;5;9;16;39;6;100
10/10/2014;6;10;18;48;2;200
10/10/2014;7;13;20;55;2;300
10/10/2014;8;14;23;54;6;300
10/10/2014;9;15;24;53;9;300
10/10/2014;10;17;24;49;16;200
10/10/2014;11;14;31;50;21;200
10/10/2014;12;16;28;42;31;100
10/10/2014;13;14;25;37;37;100
10/10/2014;14;13;23;42;37;100
10/10/2014;15;14;24;57;23;200
10/10/2014;16;13;25;59;14;200
10/10/2014;17;11;25;54;18;200
10/10/2014;18;13;25;68;8;300
10/10/2014;19;16;26;68;5;300
10/10/2014;20;19;30;79;1;400
10/10/2014;21;22;38;68;3;300
10/10/2014;22;22;35;66;2;400
10/10/2014;23;18;31;58;1;300
10/10/2014;24;20;30;56;1;300
11/10/2014;1;18;28;49;1;200
11/10/2014;2;17;24;38;4;100
11/10/2014;3;16;22;34;1;100
11/10/2014;4;15;22;32;1;100
11/10/2014;5;14;20;28;2;200
11/10/2014;6;9;16;29;6;100
11/10/2014;7;8;13;30;5;100
11/10/2014;8;9;16;40;2;300
11/10/2014;9;10;14;41;14;200
11/10/2014;10;14;13;29;32;100
11/10/2014;11;11;13;28;40;0
11/10/2014;12;12;17;26;47;0
11/10/2014;13;13;17;26;50;0
11/10/2014;14;8;16;24;53;0
11/10/2014;15;9;17;30;44;100
11/10/2014;16;12;18;29;47;0
11/10/2014;17;13;18;45;30;100
11/10/2014;18;15;21;61;18;100
11/10/2014;19;17;22;73;8;200
11/10/2014;20;17;25;78;3;200
11/10/2014;21;19;27;82;1;300
11/10/2014;22;21;31;82;1;400
11/10/2014;23;25;35;74;0;400
11/10/2014;24;25;31;67;1;300
12/10/2014;1;22;27;65;2;400
12/10/2014;2;20;26;64;2;300
12/10/2014;3;17;23;46;17;200
12/10/2014;4;16;18;28;28;100
12/10/2014;5;9;14;19;37;100
12/10/2014;6;11;13;18;34;100
12/10/2014;7;9;11;19;38;100
12/10/2014;8;7;11;20;36;100
12/10/2014;9;8;12;25;30;100
12/10/2014;10;9;13;29;28;100
12/10/2014;11;9;12;21;34;100
12/10/2014;12;9;12;23;33;100
12/10/2014;13;13;13;24;36;100
12/10/2014;14;9;12;24;33;100
12/10/2014;15;9;14;28;25;200
12/10/2014;16;7;15;32;17;200
12/10/2014;17;10;14;38;11;200
12/10/2014;18;15;16;45;3;300
12/10/2014;19;19;21;49;2;400
12/10/2014;20;22;28;48;2;400
12/10/2014;21;24;30;43;1;400
12/10/2014;22;18;24;40;1;300
12/10/2014;23;12;20;35;6;300
12/10/2014;24;9;14;18;26;100
13/10/2014;1;6;10;12;42;100
13/10/2014;2;6;8;9;52;100
13/10/2014;3;5;9;8;59;100
13/10/2014;4;5;9;12;55;100
13/10/2014;5;4;9;27;42;100
13/10/2014;6;4;11;43;29;100
13/10/2014;7;6;12;42;32;200
13/10/2014;8;5;13;44;30;200
13/10/2014;9;5;12;32;38;200
13/10/2014;10;6;13;30;42;100
13/10/2014;11;5;13;27;47;100
13/10/2014;12;7;14;26;52;100
13/10/2014;13;7;16;28;56;100
13/10/2014;14;6;13;26;59;100
13/10/2014;15;7;14;30;57;100
13/10/2014;16;8;13;33;55;100
13/10/2014;17;7;11;40;46;200
13/10/2014;18;10;14;64;26;300
13/10/2014;19;10;15;69;21;300
13/10/2014;20;11;15;66;17;300
13/10/2014;21;11;15;47;32;200
13/10/2014;22;10;13;42;34;200
13/10/2014;23;7;12;39;32;200
13/10/2014;24;6;12;35;36;100
14/10/2014;1;7;12;26;42;100
14/10/2014;2;6;11;17;49;100
14/10/2014;3;5;10;28;32;100
14/10/2014;4;8;10;38;20;100
14/10/2014;5;9;13;55;9;100
14/10/2014;6;6;14;72;4;200
14/10/2014;7;6;16;78;3;300
14/10/2014;8;8;20;81;5;400
14/10/2014;9;10;22;64;20;200
14/10/2014;10;5;16;49;36;100
14/10/2014;11;6;17;41;40;200
14/10/2014;12;8;13;38;47;100
14/10/2014;13;9;12;36;50;100
14/10/2014;14;9;11;29;58;100
14/10/2014;15;7;11;34;58;100
14/10/2014;16;7;11;43;51;100
14/10/2014;17;8;10;48;45;100
14/10/2014;18;10;15;85;13;300
14/10/2014;19;13;19;94;6;300
14/10/2014;20;14;20;93;4;300
14/10/2014;21;14;21;92;3;300
14/10/2014;22;14;19;89;3;300
14/10/2014;23;12;18;93;2;500
14/10/2014;24;13;18;85;1;400
15/10/2014;1;14;20;90;1;500
15/10/2014;2;19;27;84;1;600
15/10/2014;3;21;32;71;1;400
15/10/2014;4;17;27;66;1;300
15/10/2014;5;17;25;64;1;300
15/10/2014;6;16;25;75;1;400
15/10/2014;7;21;33;85;1;500
15/10/2014;8;24;40;80;2;600
15/10/2014;9;20;41;69;2;400
15/10/2014;10;20;40;69;2;400
15/10/2014;11;22;43;70;2;500
15/10/2014;12;25;42;68;2;500
15/10/2014;13;25;37;63;4;400
15/10/2014;14;23;33;58;5;300
15/10/2014;15;21;29;57;4;300
15/10/2014;16;16;25;60;7;300
15/10/2014;17;15;21;75;2;400
15/10/2014;18;15;24;72;3;400
15/10/2014;19;15;22;68;4;300
15/10/2014;20;16;22;57;9;200
15/10/2014;21;13;18;56;5;200
15/10/2014;22;14;20;46;12;200
15/10/2014;23;10;15;33;21;200
15/10/2014;24;10;14;24;25;100
16/10/2014;1;9;14;18;30;100
16/10/2014;2;4;12;15;39;100
16/10/2014;3;5;10;13;39;100
16/10/2014;4;3;10;20;26;100
16/10/2014;5;4;12;36;15;200
16/10/2014;6;6;11;57;7;200
16/10/2014;7;9;16;68;2;400
16/10/2014;8;9;20;66;6;400
16/10/2014;9;9;21;58;11;300
16/10/2014;10;10;21;39;29;200
16/10/2014;11;9;23;44;29;200
16/10/2014;12;12;18;44;25;200
16/10/2014;13;10;21;45;27;200
16/10/2014;14;8;21;50;25;200
16/10/2014;15;9;22;48;30;200
16/10/2014;16;11;23;49;28;200
16/10/2014;17;12;22;56;17;300
16/10/2014;18;11;23;66;8;300
16/10/2014;19;13;23;68;4;300
16/10/2014;20;13;22;60;6;300
16/10/2014;21;9;18;45;15;200
16/10/2014;22;9;15;35;26;200
16/10/2014;23;4;12;31;37;200
16/10/2014;24;6;11;21;39;100
17/10/2014;1;4;7;19;41;100
17/10/2014;2;2;6;17;45;100
17/10/2014;3;3;5;15;46;100
17/10/2014;4;3;7;18;40;100
17/10/2014;5;4;8;28;33;100
17/10/2014;6;5;9;54;13;200
17/10/2014;7;8;13;71;7;200
17/10/2014;8;7;16;63;11;300
17/10/2014;9;9;18;56;14;200
17/10/2014;10;10;18;51;21;300
17/10/2014;11;5;16;37;38;200
17/10/2014;12;8;16;37;42;100
17/10/2014;13;7;14;38;43;200
17/10/2014;14;7;14;43;39;100
17/10/2014;15;8;14;49;36;200
17/10/2014;16;7;14;50;34;200
17/10/2014;17;4;15;64;20;300
17/10/2014;18;7;15;65;15;300
17/10/2014;19;11;17;72;8;300
17/10/2014;20;13;18;71;4;300
17/10/2014;21;15;19;69;3;300
17/10/2014;22;13;18;62;6;300
17/10/2014;23;9;15;58;2;300
17/10/2014;24;5;14;54;5;300
18/10/2014;1;7;11;34;17;100
18/10/2014;2;6;11;33;12;100
18/10/2014;3;6;12;37;7;100
18/10/2014;4;6;12;37;5;100
18/10/2014;5;6;12;33;7;200
18/10/2014;6;7;12;35;5;200
18/10/2014;7;5;13;39;4;200
18/10/2014;8;7;16;37;7;200
18/10/2014;9;9;17;36;11;300
18/10/2014;10;11;19;37;18;300
18/10/2014;11;13;18;29;29;100
18/10/2014;12;14;19;35;33;200
18/10/2014;13;14;21;36;39;200
18/10/2014;14;13;21;35;44;200
18/10/2014;15;14;22;36;49;200
18/10/2014;16;12;19;48;37;200
18/10/2014;17;15;20;67;21;300
18/10/2014;18;16;23;100;3;500
18/10/2014;19;20;29;105;2;600
18/10/2014;20;23;36;102;1;600
18/10/2014;21;28;40;94;1;600
18/10/2014;22;25;35;76;1;400
18/10/2014;23;23;30;66;2;400
18/10/2014;24;17;25;69;1;500
19/10/2014;1;20;28;56;0;300
19/10/2014;2;19;25;47;1;200
19/10/2014;3;15;22;40;2;200
19/10/2014;4;13;20;35;5;200
19/10/2014;5;11;18;38;2;200
19/10/2014;6;14;20;41;1;200
19/10/2014;7;12;19;41;7;200
19/10/2014;8;10;17;34;15;200
19/10/2014;9;11;18;29;22;200
19/10/2014;10;13;19;20;34;100
19/10/2014;11;16;22;23;36;200
19/10/2014;12;14;22;26;40;100
19/10/2014;13;15;23;26;45;100
19/10/2014;14;15;23;30;44;100
19/10/2014;15;14;22;32;43;100
19/10/2014;16;13;18;35;41;200
19/10/2014;17;13;19;58;19;200
19/10/2014;18;17;24;68;10;300
19/10/2014;19;19;27;76;3;400
19/10/2014;20;20;28;70;5;300
19/10/2014;21;16;24;56;14;200
19/10/2014;22;14;20;58;9;200
19/10/2014;23;13;20;42;16;200
19/10/2014;24;11;18;36;18;200
20/10/2014;1;10;15;27;21;100
20/10/2014;2;9;15;22;19;100
20/10/2014;3;7;14;19;30;100
20/10/2014;4;6;12;13;42;100
20/10/2014;5;4;13;26;33;100
20/10/2014;6;4;15;44;21;100
20/10/2014;7;3;17;54;10;200
20/10/2014;8;7;20;66;6;300
20/10/2014;9;5;23;61;13;300
20/10/2014;10;6;25;51;18;200
20/10/2014;11;9;24;43;26;100
20/10/2014;12;12;24;41;26;100
20/10/2014;13;11;21;32;32;100
20/10/2014;14;9;20;35;32;100
20/10/2014;15;9;20;53;14;200
20/10/2014;16;11;20;62;10;200
20/10/2014;17;6;16;59;12;200
20/10/2014;18;9;18;61;8;300
20/10/2014;19;13;20;61;5;300
20/10/2014;20;12;19;53;9;200
20/10/2014;21;11;18;45;8;200
20/10/2014;22;12;18;40;9;200
20/10/2014;23;10;17;31;13;200
20/10/2014;24;10;16;24;20;100
21/10/2014;1;8;14;20;22;100
21/10/2014;2;8;13;20;23;100
21/10/2014;3;7;14;20;23;100
21/10/2014;4;9;13;14;33;100
21/10/2014;5;6;12;29;24;100
21/10/2014;6;9;15;44;15;100
21/10/2014;7;8;15;56;13;300
21/10/2014;8;9;18;58;10;500
21/10/2014;9;8;18;n/d;n/d;n/d
21/10/2014;10;6;16;n/d;n/d;n/d
21/10/2014;11;n/d;15;29;38;200
21/10/2014;12;9;17;31;36;100
21/10/2014;13;19;50;26;47;100
21/10/2014;14;13;31;30;48;100
21/10/2014;15;11;49;28;52;0
21/10/2014;16;5;41;36;40;100
21/10/2014;17;6;27;43;33;100
21/10/2014;18;10;17;29;46;100
21/10/2014;19;9;19;50;25;200
21/10/2014;20;9;21;37;36;100
21/10/2014;21;10;20;33;35;100
21/10/2014;22;9;19;24;45;100
21/10/2014;23;7;16;20;44;100
21/10/2014;24;5;15;16;50;100
22/10/2014;1;6;14;13;53;0
22/10/2014;2;4;13;10;54;0
22/10/2014;3;1;12;12;52;0
22/10/2014;4;7;15;14;50;0
22/10/2014;5;7;17;25;42;0
22/10/2014;6;6;15;54;15;100
22/10/2014;7;5;18;73;6;200
22/10/2014;8;8;22;63;13;200
22/10/2014;9;9;21;50;22;200
22/10/2014;10;10;26;47;27;100
22/10/2014;11;17;30;48;24;200
22/10/2014;12;10;22;39;36;100
22/10/2014;13;11;27;39;35;100
22/10/2014;14;9;27;32;46;100
22/10/2014;15;9;28;23;53;0
22/10/2014;16;10;26;29;47;100
22/10/2014;17;9;25;34;45;100
22/10/2014;18;11;26;48;29;200
22/10/2014;19;14;27;60;21;200
22/10/2014;20;17;32;78;5;300
22/10/2014;21;18;33;70;7;300
22/10/2014;22;17;32;60;12;200
22/10/2014;23;14;31;44;25;200
22/10/2014;24;12;25;32;31;100
23/10/2014;1;9;24;23;37;100
23/10/2014;2;9;23;18;43;100
23/10/2014;3;9;20;13;47;100
23/10/2014;4;9;21;19;39;100
23/10/2014;5;8;21;33;29;100
23/10/2014;6;9;19;54;13;100
23/10/2014;7;10;23;61;10;100
23/10/2014;8;8;25;68;8;300
23/10/2014;9;9;24;63;15;200
23/10/2014;10;12;30;56;22;200
23/10/2014;11;15;30;45;32;100
23/10/2014;12;15;27;42;35;100
23/10/2014;13;11;25;40;42;100
23/10/2014;14;9;22;34;47;100
23/10/2014;15;12;24;47;35;100
23/10/2014;16;12;28;46;33;100
23/10/2014;17;11;26;52;29;200
23/10/2014;18;13;26;68;16;300
23/10/2014;19;15;29;60;19;200
23/10/2014;20;16;29;57;17;200
23/10/2014;21;15;29;47;25;200
23/10/2014;22;13;27;42;27;200
23/10/2014;23;12;25;45;23;200
23/10/2014;24;12;23;37;30;100
24/10/2014;1;11;22;24;40;100
24/10/2014;2;9;22;20;44;100
24/10/2014;3;8;21;25;38;100
24/10/2014;4;8;19;33;27;100
24/10/2014;5;7;18;51;13;100
24/10/2014;6;8;21;69;5;200
24/10/2014;7;8;22;73;4;200
24/10/2014;8;8;25;70;8;200
24/10/2014;9;10;24;67;8;200
24/10/2014;10;11;24;57;19;200
24/10/2014;11;12;22;51;27;200
24/10/2014;12;15;22;45;31;200
24/10/2014;13;11;25;44;28;100
24/10/2014;14;11;25;46;30;200
24/10/2014;15;12;25;48;29;200
24/10/2014;16;13;27;49;26;200
24/10/2014;17;13;24;62;13;300
24/10/2014;18;14;23;69;8;300
24/10/2014;19;16;25;72;5;300
24/10/2014;20;17;27;69;5;300
24/10/2014;21;18;29;76;1;400
24/10/2014;22;20;30;60;6;300
24/10/2014;23;19;30;56;4;300
24/10/2014;24;19;30;54;4;300
25/10/2014;1;19;29;55;1;200
25/10/2014;2;19;29;54;1;200
25/10/2014;3;18;25;50;3;200
25/10/2014;4;19;23;50;1;200
25/10/2014;5;17;25;50;1;300
25/10/2014;6;14;24;53;1;200
25/10/2014;7;15;26;51;1;300
25/10/2014;8;16;26;52;2;300
25/10/2014;9;17;27;48;4;200
25/10/2014;10;16;27;48;7;300
25/10/2014;11;15;30;52;5;300
25/10/2014;12;18;29;48;8;300
25/10/2014;13;18;25;48;8;300
25/10/2014;14;19;26;47;11;200
25/10/2014;15;21;24;54;9;300
25/10/2014;16;n/d;24;59;6;300
25/10/2014;17;19;24;72;2;400
25/10/2014;18;23;31;77;1;500
25/10/2014;19;29;39;79;1;600
25/10/2014;20;34;46;77;1;600
25/10/2014;21;36;47;74;1;500
25/10/2014;22;31;38;65;1;400
